,Aerospin,AtmosFear,Balder,Barnens paradis,Blomsterkarusellen,Bushållplatsen,Cyklonen,Drakbåtarna,Farfars Bil,Fisketuren,FlumeRide,Flygande elefanter,Flygis,Hanghai,Helix,Hissningen,Hoppalång,Högspänningen,JukeBox,Kaffekoppen,Kaninlandsbanan,Kaninresan,Kristallsalongen,Kållerado,Lilla Lots,Lisebergbanan,Lisebergshjulet,Loke,Mechanica,Rabalder,Radiobilarna,Skepp o skoj,Slänggungan,Spökhotellet Gasten,Stampbanan,Tuta & Kör,Uppswinget,Valkyria,Virvelvinden
2019-08-30 21:55:04,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,30.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,20.0,
2019-08-30 22:00:04,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,30.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,20.0,
2019-08-30 22:05:05,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,30.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,20.0,
2019-08-30 22:10:04,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,20.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,20.0,
2019-08-30 22:15:04,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,20.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,20.0,
2019-08-30 22:20:05,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,10.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,20.0,
2019-08-30 22:25:04,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,10.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,20.0,
2019-08-30 22:30:05,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,10.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,10.0,
2019-08-30 22:35:04,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,10.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,10.0,
2019-08-30 22:40:05,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,10.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,10.0,
2019-08-30 22:45:04,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,10.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,10.0,
2019-08-30 22:50:05,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,10.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,10.0,
2019-08-30 22:55:04,,10.0,10.0,10.0,,,,,,,10.0,,,10.0,10.0,,,,10.0,,,,10.0,10.0,,20.0,10.0,10.0,10.0,,10.0,,10.0,10.0,,,10.0,10.0,
2019-08-30 23:00:05,,,10.0,10.0,,,,,,,10.0,,,,,,,,10.0,,,,,,,20.0,,,,,,,,10.0,,,10.0,,
2019-08-30 23:05:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:10:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:15:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:20:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:25:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:30:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:35:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:40:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:45:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:50:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-30 23:55:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31 11:00:05,,,,10.0,,10.0,,,,,,,10.0,10.0,,,10.0,,,10.0,10.0,,,,,,,,,10.0,,,,,,,,20.0,
2019-08-31 11:05:04,,10.0,10.0,10.0,,10.0,,,10.0,,30.0,,10.0,10.0,10.0,20.0,10.0,,10.0,10.0,10.0,,,,,20.0,,10.0,,10.0,,,10.0,,,,,20.0,
2019-08-31 11:10:04,,10.0,10.0,10.0,,10.0,,,10.0,,30.0,,10.0,10.0,10.0,20.0,10.0,,10.0,10.0,10.0,,,,,20.0,,10.0,,20.0,,,10.0,,,,,30.0,
2019-08-31 11:15:04,,10.0,20.0,10.0,,10.0,,,10.0,,30.0,,10.0,10.0,10.0,20.0,10.0,,10.0,10.0,10.0,,,,,20.0,,10.0,,20.0,,,10.0,,,,,30.0,
2019-08-31 11:20:05,,10.0,20.0,10.0,,10.0,,,10.0,,,,10.0,20.0,30.0,20.0,10.0,,,10.0,10.0,,,,,20.0,,10.0,,20.0,,,10.0,,,,,40.0,10.0
2019-08-31 11:25:04,,10.0,20.0,10.0,,10.0,,,10.0,,,,10.0,20.0,50.0,20.0,10.0,,10.0,10.0,10.0,,,,,20.0,,10.0,,20.0,,,10.0,,,,,40.0,10.0
2019-08-31 11:30:04,,10.0,20.0,10.0,,10.0,,,10.0,,,10.0,10.0,20.0,50.0,20.0,10.0,,10.0,10.0,20.0,,,,,30.0,,10.0,,20.0,,20.0,20.0,,,,,40.0,10.0
2019-08-31 11:35:04,,30.0,20.0,10.0,,10.0,,10.0,10.0,10.0,,10.0,10.0,20.0,,20.0,10.0,10.0,10.0,10.0,20.0,10.0,,20.0,10.0,30.0,,10.0,,20.0,10.0,20.0,20.0,,10.0,10.0,,40.0,10.0
2019-08-31 11:40:04,,30.0,20.0,10.0,,10.0,,10.0,10.0,10.0,,10.0,10.0,20.0,,20.0,10.0,10.0,10.0,10.0,30.0,10.0,,20.0,10.0,30.0,,10.0,,20.0,10.0,20.0,20.0,,10.0,10.0,,40.0,10.0
2019-08-31 11:45:05,,30.0,20.0,10.0,,10.0,,10.0,10.0,10.0,,10.0,10.0,20.0,,20.0,10.0,30.0,10.0,10.0,30.0,10.0,,20.0,10.0,40.0,,20.0,,20.0,10.0,20.0,20.0,,10.0,10.0,,40.0,10.0
2019-08-31 11:50:04,,30.0,20.0,10.0,,10.0,,10.0,10.0,10.0,,10.0,10.0,30.0,,20.0,10.0,30.0,10.0,10.0,30.0,10.0,,20.0,10.0,40.0,,20.0,,30.0,10.0,20.0,20.0,,10.0,10.0,,40.0,10.0
2019-08-31 11:55:04,,30.0,20.0,10.0,,10.0,,10.0,10.0,10.0,,10.0,10.0,30.0,,20.0,10.0,30.0,10.0,10.0,30.0,10.0,,20.0,10.0,40.0,,20.0,,40.0,10.0,20.0,20.0,,10.0,10.0,,50.0,10.0
2019-08-31 12:00:04,,30.0,30.0,10.0,,10.0,,10.0,10.0,10.0,,10.0,10.0,30.0,,20.0,10.0,30.0,40.0,10.0,30.0,10.0,,30.0,10.0,50.0,,20.0,,40.0,10.0,20.0,20.0,,10.0,10.0,,50.0,10.0
2019-08-31 12:05:04,10.0,30.0,40.0,10.0,,10.0,,10.0,10.0,10.0,,10.0,10.0,30.0,,20.0,10.0,30.0,40.0,10.0,30.0,10.0,10.0,40.0,10.0,50.0,10.0,20.0,10.0,40.0,10.0,20.0,20.0,,10.0,10.0,20.0,60.0,10.0
2019-08-31 12:10:04,10.0,30.0,40.0,10.0,,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,30.0,,20.0,10.0,30.0,40.0,10.0,30.0,10.0,10.0,40.0,10.0,50.0,10.0,20.0,30.0,50.0,10.0,20.0,20.0,,10.0,10.0,20.0,60.0,10.0
2019-08-31 12:15:05,10.0,30.0,40.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,40.0,,20.0,10.0,30.0,40.0,10.0,30.0,10.0,10.0,40.0,10.0,50.0,10.0,30.0,30.0,60.0,10.0,20.0,20.0,,10.0,10.0,20.0,50.0,10.0
2019-08-31 12:20:04,10.0,30.0,40.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,40.0,60.0,20.0,10.0,30.0,40.0,10.0,30.0,10.0,10.0,40.0,10.0,50.0,10.0,30.0,40.0,60.0,10.0,20.0,20.0,,10.0,10.0,20.0,50.0,10.0
2019-08-31 12:25:05,10.0,40.0,40.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,40.0,60.0,20.0,10.0,30.0,40.0,10.0,30.0,10.0,10.0,40.0,10.0,50.0,10.0,40.0,40.0,60.0,10.0,20.0,20.0,,10.0,10.0,20.0,50.0,10.0
2019-08-31 12:30:05,10.0,40.0,40.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,10.0,10.0,40.0,60.0,20.0,10.0,30.0,40.0,10.0,30.0,10.0,10.0,40.0,10.0,50.0,10.0,,40.0,60.0,10.0,30.0,30.0,,10.0,10.0,20.0,50.0,10.0
2019-08-31 12:35:05,10.0,40.0,40.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,,10.0,10.0,40.0,60.0,20.0,10.0,30.0,40.0,10.0,30.0,10.0,10.0,40.0,10.0,50.0,10.0,,40.0,60.0,10.0,30.0,30.0,,10.0,10.0,20.0,50.0,10.0
2019-08-31 12:40:05,10.0,40.0,40.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,40.0,10.0,10.0,40.0,60.0,30.0,10.0,50.0,40.0,10.0,30.0,10.0,10.0,50.0,10.0,50.0,10.0,,40.0,60.0,10.0,30.0,30.0,,10.0,10.0,30.0,50.0,10.0
2019-08-31 12:45:04,10.0,40.0,40.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,50.0,40.0,10.0,30.0,10.0,10.0,50.0,10.0,50.0,10.0,,50.0,60.0,10.0,30.0,30.0,,10.0,10.0,30.0,50.0,10.0
2019-08-31 12:50:05,10.0,40.0,40.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,50.0,40.0,10.0,30.0,10.0,10.0,50.0,10.0,60.0,10.0,,50.0,60.0,10.0,30.0,30.0,,10.0,10.0,30.0,50.0,10.0
2019-08-31 12:55:05,10.0,40.0,40.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,40.0,50.0,10.0,30.0,10.0,10.0,50.0,10.0,60.0,10.0,,40.0,60.0,10.0,30.0,30.0,,10.0,10.0,30.0,50.0,10.0
2019-08-31 13:00:05,10.0,40.0,40.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,40.0,50.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,10.0,,40.0,60.0,10.0,30.0,30.0,,10.0,10.0,30.0,60.0,10.0
2019-08-31 13:05:05,10.0,40.0,50.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,,40.0,60.0,10.0,30.0,30.0,10.0,10.0,10.0,30.0,50.0,10.0
2019-08-31 13:10:04,20.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,40.0,60.0,10.0,30.0,30.0,40.0,10.0,10.0,30.0,60.0,10.0
2019-08-31 13:15:04,20.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,40.0,60.0,10.0,30.0,30.0,40.0,10.0,10.0,30.0,60.0,20.0
2019-08-31 13:20:04,20.0,20.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,40.0,60.0,10.0,30.0,30.0,40.0,10.0,10.0,30.0,60.0,20.0
2019-08-31 13:25:05,20.0,20.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,40.0,60.0,10.0,30.0,30.0,40.0,10.0,10.0,30.0,60.0,20.0
2019-08-31 13:30:04,20.0,20.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,40.0,60.0,10.0,30.0,30.0,40.0,10.0,10.0,30.0,60.0,20.0
2019-08-31 13:35:04,20.0,20.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,60.0,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,40.0,60.0,10.0,30.0,30.0,50.0,10.0,10.0,30.0,60.0,20.0
2019-08-31 13:40:05,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,,30.0,10.0,50.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,60.0,60.0,10.0,30.0,30.0,50.0,10.0,10.0,30.0,60.0,20.0
2019-08-31 13:45:04,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,,30.0,10.0,50.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,60.0,60.0,10.0,30.0,30.0,50.0,10.0,10.0,30.0,60.0,20.0
2019-08-31 13:50:05,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,60.0,60.0,10.0,30.0,30.0,50.0,10.0,10.0,30.0,,20.0
2019-08-31 13:55:05,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,,60.0,10.0,30.0,30.0,50.0,10.0,10.0,30.0,,20.0
2019-08-31 14:00:04,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,40.0,,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,10.0,50.0,,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,20.0
2019-08-31 14:05:04,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,30.0,,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,30.0,10.0,60.0,10.0,50.0,,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,20.0
2019-08-31 14:10:04,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,10.0,10.0,30.0,,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,30.0,10.0,60.0,20.0,50.0,,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,20.0
2019-08-31 14:15:05,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,30.0,10.0,60.0,20.0,50.0,,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,20.0
2019-08-31 14:20:04,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,50.0,10.0,60.0,10.0,10.0,30.0,10.0,60.0,20.0,50.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,20.0
2019-08-31 14:25:04,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,60.0,10.0,10.0,40.0,10.0,60.0,20.0,50.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,20.0
2019-08-31 14:30:04,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,60.0,10.0,10.0,40.0,10.0,60.0,20.0,50.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,40.0
2019-08-31 14:35:04,20.0,30.0,,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,60.0,10.0,10.0,40.0,10.0,60.0,20.0,50.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,40.0
2019-08-31 14:40:04,30.0,30.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,20.0,50.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,40.0
2019-08-31 14:45:04,30.0,30.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,40.0
2019-08-31 14:50:04,30.0,30.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,40.0
2019-08-31 14:55:04,30.0,30.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,60.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,40.0
2019-08-31 15:00:04,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,40.0
2019-08-31 15:05:05,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,30.0,20.0,50.0,10.0,10.0,30.0,,40.0
2019-08-31 15:10:05,30.0,60.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,40.0
2019-08-31 15:15:04,30.0,60.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,20.0,50.0,10.0,10.0,30.0,60.0,40.0
2019-08-31 15:20:05,30.0,60.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,20.0,50.0,10.0,10.0,30.0,50.0,40.0
2019-08-31 15:25:04,30.0,60.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,40.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,,10.0,50.0,20.0,50.0,10.0,10.0,30.0,60.0,40.0
2019-08-31 15:30:04,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,,10.0,50.0,20.0,50.0,10.0,10.0,30.0,60.0,40.0
2019-08-31 15:35:05,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 15:40:05,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 15:45:04,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 15:50:04,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,30.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 15:55:05,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,40.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 16:00:04,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,40.0,,30.0,10.0,40.0,60.0,10.0,50.0,10.0,10.0,60.0,10.0,60.0,20.0,60.0,60.0,,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 16:05:05,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 16:10:04,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 16:15:05,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,60.0,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,20.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 16:20:05,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,50.0,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,30.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 16:25:04,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,50.0,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,30.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 16:30:04,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,50.0,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,30.0,50.0,10.0,10.0,30.0,,50.0
2019-08-31 16:35:04,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,60.0,60.0,60.0,10.0,50.0,30.0,50.0,10.0,10.0,20.0,,50.0
2019-08-31 16:40:05,30.0,40.0,60.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,30.0,60.0,60.0,10.0,50.0,30.0,50.0,10.0,10.0,20.0,,50.0
2019-08-31 16:45:05,30.0,40.0,,10.0,10.0,10.0,10.0,10.0,50.0,10.0,,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,30.0,60.0,60.0,10.0,50.0,30.0,,10.0,10.0,20.0,,50.0
2019-08-31 16:50:05,30.0,40.0,,10.0,10.0,10.0,10.0,10.0,50.0,10.0,,20.0,10.0,40.0,,30.0,10.0,40.0,40.0,10.0,50.0,10.0,10.0,50.0,10.0,60.0,20.0,30.0,60.0,60.0,10.0,50.0,30.0,,10.0,10.0,20.0,,50.0
